,Unnamed: 0,topic,argument,key_point,stance,label
12629,15722,We should fight urbanization,urbanization can help people become more social and active due to lots of things happening around them,Urbanization benefits the environment,-1,0
228,10365,We should ban human cloning,human cloning could aid medical advances and should therefore be allowed.,Cloning promotes health,-1,0
3923,12977,We should ban the use of child actors,We should not ban the use of child actors since they are well supervised and the industry are regulated to protect them.,Child performers should not be banned as long as there is supervision/regulation,-1,1
8880,14231,We should end affirmative action,affirmative action should be ended because it is a form of discrimination,Affirmative action reduces quality,1,0
4906,5009,We should abandon the use of school uniform,we should abandon the use of school uniform so school children have the freedom to wear what they want to wear in accordance with the school rules,School uniform harms learning/creativity,1,0
6836,19977,We should legalize sex selection,sex selection will have troublesome effects on gender disparity.,It is unethical/unhealthy for parents to intervene,-1,0
15829,6858,We should abolish intellectual property rights,we should ban intellectual property rights because not everyone sees issue such as copyright in the same way. there can be loopholes which people abuse.,Intellectual property rights are unfair,1,0
1422,5603,We should abolish capital punishment,Capital punishment wrongly gives governments the power to take human life.,The death penalty is ineffective in deterring crimes,1,0
3038,12092,We should ban the use of child actors,"child actors are exploited both by parents and the video industry, children should study and grow without working",Child performers have a lot of pressure,1,0
15892,6921,We should abolish intellectual property rights,we should not abolish intellectual property rights because that is someones idea and they should get credit for it.,Intellectual property rights protect against stealing,-1,0
16814,2959,The vow of celibacy should be abandoned,the vow of celibacy should not be abandoned because when a priest enters into service the church should be his highest calling,Priests choose to be celibates,-1,0
7979,21834,We should subsidize journalism,it could help improving the quality of production of news events and in turn could benefit the economy by becoming a major distributor,Subsidy increases objectivity in reporting,1,0
5303,21013,We should prohibit women in combat,we should not prohibit women in combat as they have earned their equal rights and if they want to and feel they can go into combat should be allowed to,Women can create unique skills/strategies,-1,0
8439,22294,We should subsidize journalism,we don't subsidize other fields so why should we subsidize journalism,Government intervention has the risk of inserting bias/harming objectivity,-1,0
277,10414,We should ban human cloning,human cloning could lead to the manufacturing of humans to get those babies born that would be superior to others. it is a form of playing god.,Cloning is not understood enough yet,1,0
6083,19224,We should legalize sex selection,allowing sex selection may lead to a gender imbalance in the population causing problems for future generations.,It is unethical/unhealthy for parents to intervene,-1,0
11628,17510,We should legalize cannabis,cannabis should be legalized as it has been medically proved to be a beneficial pain management treatment for people who may not have direct access to a physician.,Cannabis is financially beneficial,1,0
8696,14047,We should end affirmative action,affirmative action is antiquated and not necessary.,Affirmative action is not just,1,0
4506,4609,We should abandon the use of school uniform,School uniforms keep the distraction of clothing choice comparison from affecting the education of the children negatively.,Children can still express themselves using other means,-1,0
11214,17096,We should legalize cannabis,"cannabis can be a gateway drug for other more harmful substances, and starts the user on a slippery, downward slope of dependence and addiction.",Cannabis increases lack-of-judgement/accidents,-1,0
3733,12787,We should ban the use of child actors,to tell a story in theater or movies we need children actors. without them stories could only be about adults. stories that have entertained us from lassie to mary poppins would not exist.,Child performers should not be banned as long as there is supervision/regulation,-1,0
12781,15874,We should fight urbanization,urbanization increases pollution and congestion in cities.,Urbanization causes crime,1,0
2523,13549,We should close Guantanamo Bay detention camp,it is unnecessary to spend so much money on maintaining the installations of guantanamo,The Guantanamo bay detention camp is a symbol of discrimination/injustice,1,0
17002,3147,The vow of celibacy should be abandoned,"we shouldn't ban celiebcay because someone might not be interested in sex and it could force them into doing something that they might not want to do,",Celibacy makes the priests to be perceived as holy,-1,0
2706,13732,We should close Guantanamo Bay detention camp,there have been abuses of prisoners in this camp. even enemies should not be treated this way.,The Guantanamo bay detention camp harms the US image/reputation/institutions,1,0
4905,5008,We should abandon the use of school uniform,we should abandon the use of school uniform since one should be allowed to express their individuality by the clothes they were.,School uniforms increase conformity or harm individuality,1,1
944,5125,We should abolish capital punishment,"A basic principle of punishment is that it should be proportional to the crime, and therefore capital punishment is the only legitimate response to a crime such as first degree murder.",The death penalty is proportional,-1,1
14863,735,Assisted suicide should be a criminal offence,"no doctor should take part in killing , it is their job to heal",Assisted suicide is akin to killing someone,1,0
3340,12394,We should ban the use of child actors,Children are often used by their parents to make money just because they have a natural ability to act.,Child performers have a lot of pressure,1,0
12551,15644,We should fight urbanization,urbanisation gives people better places to live,Urbanization benefits the economy,-1,0
13501,22751,We should subsidize space exploration,Space exploration is expensive and money should not be wasted on something that will probably never improve life on earth.,Space exploration is expensive,-1,1
1213,5394,We should abolish capital punishment,capital punishment is good at keeping dangerous criminals off of the streets.,The death penalty is acceptable in cases of severe crimes,-1,0
14015,23265,We should subsidize space exploration,"we should not subsidize space exploration because there are far more important things to spend public money on closer to home such as healthcare, education and transport infrastructure",Space exploration is ineffective,-1,0
9317,11147,We should ban private military companies,military should only be government controlled to ensure action taken is not profit motivated but national security motivated,Private military companies main interest is profit,1,1
10073,11903,We should ban private military companies,We should not ban private military companies since these private companies can do things their own way and are not controlled by the government. They can fill in spots the government doesn't address.,Private military companies are well-trained/better equipped,-1,0
3892,12946,We should ban the use of child actors,"we should not ban the use of child actors because it exposes them to art, culture, and new ideas.",Child performers are necessary for roles,-1,0
3065,12119,We should ban the use of child actors,child actors are important so programs can show people of ages and are reflective of society. child actors are an important part of the industry and are needed to reflect people accurately.,Child performers achieve success/confidence,-1,0
8588,13939,We should end affirmative action,"affirmative action can lead to people who are less qualified getting positions they would otherwise not be able to achieve,",Affirmative action diminishes the achievements of minorities,1,0
3721,12775,We should ban the use of child actors,they may miss out on other things like schooling,Being a performer harms the child's education,1,1
14443,315,Assisted suicide should be a criminal offence,assisted suicide should be a criminal offence as it is another form of murder,People who are ill do not have clear judgement and are in need of help,1,0
4040,4143,We should abandon the use of school uniform,making kids wear uniforms that are all the same is a sign of radicalism.,School uniform is harming the student's self expression,1,0
15641,6670,We should abolish intellectual property rights,"maintaining intellectual property rights for all is too expensive, and maintaining these rights might restrict innovation in certain sectors.",intellectual property rights are ineffective,1,0
7048,20189,We should legalize sex selection,we should legalise sex selection because some genetic diseases can only be found in either man or females and if it runs in the family then it can give the child a chance to live a normal life.,Sex selection allows for better family planning,1,0
11061,15433,We should fight for the abolition of nuclear weapons,Radioactive waste from nuclear weapons poses a real threat to the health of the population living near those site.,Nuclear weapons provoke or escalate a disastrous military action,1,0
15648,6677,We should abolish intellectual property rights,people do not need to worry whether a comparatively harmless sharing of music among friends might lead to lawsuits seeking thousands of dollars in damages.,Intellectual property prevents the continuous improvement of a service/product,1,0
9298,11128,We should ban private military companies,"it could be very detrimental for private companies to develop militias and gather weapons, you never know what they could do or are capable of doing.","Private military companies solicit engaging, or prolonging, conflict",1,0
13574,22824,We should subsidize space exploration,space exploration is the future of our lives and should be continued.,Space exploration unravels information about the universe,1,0
1997,6178,We should abolish capital punishment,Without capital punishment truly dangerous perpetrators always have the potential of finding some way out of jail and causing more harm to society.,The death penalty saves costs to the state,-1,0
14052,23302,We should subsidize space exploration,we should subsidize space exploration as we have learnt a lot and can advance through technology,Space exploration can help in colonizing the resources/lands of other planets,1,0
11839,17721,We should legalize cannabis,law enforcement are unable to effectively prevent the large scale distribution of cannabis and it's using up too many resources so they should just legalize and regulate it instead.,If cannabis was legalized it could be regulated,1,1
13157,16250,We should fight urbanization,we should support keeping land untouched and able to grow crops,Urbanization causes crime,1,0
6757,19898,We should legalize sex selection,sex selection should be a constitutional right of a parent,It is within the freedoms of the parents to select the sex of the child,1,1
3344,12398,We should ban the use of child actors,children are taken advantage of by adults who are just concerned about making money,Child performers are losing their childhood,1,0
13208,22458,We should subsidize space exploration,humans shouldn't colonize space until we learn to care for earth,Space exploration can be carried by the private sector,-1,0
12135,18017,We should legalize cannabis,so many people could use cannabis for pain relief that to legalize it is the only sensible option.,If cannabis was legalized it could be regulated,1,0
14109,23359,We should subsidize space exploration,we should subsidize space exploration to find what information is available in our solar system.,Space exploration is necessary for the future survival of humanity,1,0
8002,21857,We should subsidize journalism,"journalism acts as a check on public institutions and should be subsidized, as private funds are no longer enough to sustain their mission.",Subsidy increases objectivity in reporting,1,0
11571,17453,We should legalize cannabis,"cannabis is seen by many as a gateway drug, namely that using cannabis results in a much higher chance of users moving on to harder drugs such as opioids or even heroin and cocaine",Cannabis increases lack-of-judgement/accidents,-1,0
3718,12772,We should ban the use of child actors,they dont get the formal education that other children get and they might be too tired to study which might affect them academically,Child performers are losing their childhood,1,0
5550,21260,We should prohibit women in combat,women are just as capable of combat as men are and it is sex discrimination to not allow them in combat.,Women should be accepted as long as they pass the tests,-1,0
12306,18188,We should legalize cannabis,we should legalize cannabis because it helps with medical issues some people have,Cannabis is safe/healthy/pain-relief,1,1
16454,2599,The vow of celibacy should be abandoned,the vow of celibacy is a safe-guard that a person entering certain positions have committed their entire heart and soul to that profession.,Priests choose to be celibates,-1,0
4269,4372,We should abandon the use of school uniform,School uniforms can encourage school pride and make students feel part of a group.,School uniforms saves costs,-1,0
12934,16027,We should fight urbanization,urbanization leads to more cars and more pollution. this in turn leads to ill health.,Restrictions on migration would benefit people in the rural areas economically/socially,1,0
3859,12913,We should ban the use of child actors,we should band the use of child actors as this type of work is both physically and mentally damaging to the children.,Child performers are at risk of exploitation,1,0
689,10826,We should ban human cloning,the concept of human cloning is totally against human nature. this is tampering with things man wasn't meant to be involved with. it goes against god's will and should not happen.,Cloning is unsafe,1,0
14024,23274,We should subsidize space exploration,we should not subsidize space exploration due to it being flawed and coerced.,Space exploration can be carried by the private sector,-1,0
675,10812,We should ban human cloning,scientific exploration should continue uninhibited.,Cloning promotes science/research,-1,1
3146,12200,We should ban the use of child actors,"child actors are put in situation vulnerable to predators, miss opportunities of education as well as being able to form solcial bonds in the everyday world.",Child performers are at risk of exploitation,1,1
5356,21066,We should prohibit women in combat,"we should not prohibit women in combat, all should be subject to the same mental and fitness tests, if you pass those you are capable of being in combat. gender is irrelevant.",There should be equality between men and women.,-1,0
13947,23197,We should subsidize space exploration,we need to subsidize space exploration because there are so many mysteries of the universe that need to be explored for the betterment of mankind.,Space exploration can help in colonizing the resources/lands of other planets,1,0
399,10536,We should ban human cloning,"human cloning is still somewhat new, making it dangerous for humans and should be banned",Cloning is unnatural,1,0
11962,17844,We should legalize cannabis,Legalizing it would eliminate the black market for cannabis and will also free up prisons of people who are arrested and sentenced for cannabis possession.,Cannabis is financially beneficial,1,0
15273,6302,We should abolish intellectual property rights,if an individual has created any property it is his to determine it's use,Intellectual property rights incentivize creativity/innovation,-1,0
3831,12885,We should ban the use of child actors,"we should ban the use of child actors because it strips them of childhood, let them be children and play and mess around",Child performers tend to develop problems later in life,1,0
2387,13413,We should close Guantanamo Bay detention camp,"Guantanamo harms America's image abroad, making diplomacy more difficult.",The Guantanamo bay detention camp is a symbol of discrimination/injustice,1,0
5774,21484,We should prohibit women in combat,"women have fought for decades and centuries for equal rights, not allowing them to participate in serving their country is a massive step backwards.",Women can overcome differences and be just as capable in combat,-1,0
12148,18030,We should legalize cannabis,The excessive number of marijuana arrests each year place an undue burden on our judicial system. Legalizing marijuana would ease this burden.,Cannabis is safe/healthy/pain-relief,1,0
17016,3161,The vow of celibacy should be abandoned,"with the sexual revolution, the vow of celibacy is outdated and has little value in today's society.",Celibacy is unhealthy/unnatural,1,0
11511,17393,We should legalize cannabis,cannabis is less harmful than tobacco. it is time we allow people to make their own decisions about cannabis.,Alcohol and tobacco are more harmful drugs yet remain legal,1,1
12012,17894,We should legalize cannabis,"legalizing recreational marijuana will add billions to the economy, create hundreds of thousands of jobs, and save limited police resources",People should be allowed to do whatever they want to their own bodies,1,0
15453,6482,We should abolish intellectual property rights,Intellectual property rights help secure people's rights to their income.,Intellectual property rights incentivize creativity/innovation,-1,0
16301,2446,The vow of celibacy should be abandoned,priests also have the right to have a family,Celibacy is outdated,1,0
2756,13782,We should close Guantanamo Bay detention camp,we need guantanamo bay so we have a place to keep terrorists locked up and away from mainland usa,Closing the Guantanamo bay detention camp would harm national security,-1,1
12478,15571,We should fight urbanization,it creates congestion and pollution,Urbanization is causing a strain on the cities' resources,1,0
1107,5288,We should abolish capital punishment,capital punishment is 100% effective as a deterrent to the criminal being executed; that killer cannot commit any more crimes,The death penalty is proportional,-1,0
9885,11715,We should ban private military companies,there are not enough safe-guards that oversee private military companies from producing under-par products and they should be banned.,Private military companies main interest is profit,1,0
16700,2845,The vow of celibacy should be abandoned,the vow of celibacy should be abandoned because it is outdated and usually causes more harm than good because the celibate person looks for release in the wrong places.,Celibacy reduces the pool of people wanting to become priests,1,0
15228,6257,We should abolish intellectual property rights,enforcing property rights is almost impossible when companies in numerous countries do not enforce the rules very well such as china etc so it is easier just to abolish them,Intellectual property restricts access to important information/products,1,0
16758,2903,The vow of celibacy should be abandoned,the vow of celibacy should be up to each individual.,Celibacy makes the priests to be perceived as holy,-1,0
3379,12433,We should ban the use of child actors,children often can not handle the fame and have issues growing up including drug use,Child performers have a lot of pressure,1,0
2892,11946,We should ban the use of child actors,a talented child should be able to pursue their dreams and help make a story come to life.,Child performers achieve success/confidence,-1,0
2241,13267,We should close Guantanamo Bay detention camp,guantanamo bay is needed to house terrorists in order to make the world a safer place.,Closing the Guantanamo bay detention camp would harm national security,-1,1
3872,12926,We should ban the use of child actors,we should not ban the use of child actors as many are talented actors who enjoy performing and can use this as a stepping stone to an adult career.,Child performers achieve success/confidence,-1,1
565,10702,We should ban human cloning,human cloning will allow for medical advances that can be used to improve the life of people with serious medical conditions,Cloning can be used for organ replication,-1,0
3090,12144,We should ban the use of child actors,child actors are needed to play the roles of children,Child performers achieve success/confidence,-1,0
7546,14895,We should end mandatory retirement,Mandatory retirement lets companies more easily make space for new workers that have more of an incentive to work hard at a new job.,A mandatory retirement age creates opportunities for other workers,-1,1
895,11032,We should ban human cloning,we should not ban human cloning because the potential scientists can find a cure for a disease,Cloning can be used to create more advanced humans,-1,0
7751,15100,We should end mandatory retirement,some older workers love their job and would be devastated to be forced to stop working,We should let everyone retire when they are ready,1,1
6684,19825,We should legalize sex selection,sex selection is unethical and morally wrong - no child should be discarded because of their gender.,Sex selection is against tradition,-1,0
12198,18080,We should legalize cannabis,"the medicinal use of cannabis is so widespread, accepted and proven that its legalization is unstoppable",People should be allowed to do whatever they want to their own bodies,1,0
47,10184,We should ban human cloning,Cloning could lead to designer humans and we will lose the diversity of the human race,Cloning is unnatural,1,0
9872,11702,We should ban private military companies,the pay is good and they use new technolodgy,Hiring private military companies is financially beneficial,-1,0
15594,6623,We should abolish intellectual property rights,ip rights enable large corporations to have a stranglehold over creators designs and work and should be abolished,Intellectual property rights waste money,1,0
9947,11777,We should ban private military companies,they should not be banned. just better regualted.,"Private military companies can supplement regular armies in specific tasks that armies cannot, or do not want, to do",-1,0
1446,5627,We should abolish capital punishment,death penalty brings closure to families and saving taxpayers millions of dollars every year,The death penalty is acceptable in cases of severe crimes,-1,0
11559,17441,We should legalize cannabis,"cannabis is safer than alcohol, there's no overdosing and driving while high is less likely to cause an accident than driving drunk. there's no reason for it to be illegal.",Alcohol and tobacco are more harmful drugs yet remain legal,1,1
1020,5201,We should abolish capital punishment,capital punishment can influence better behavior,The death penalty saves costs to the state,-1,0
13623,22873,We should subsidize space exploration,space exploration may be the only future for mankind,Space exploration is necessary for the future survival of humanity,1,1
8168,22023,We should subsidize journalism,journalism should be subsidized to make sure every journalist has what they need to investigate stories.,Subsidy increases objectivity in reporting,1,0
5017,5120,We should abandon the use of school uniform,wearing uniforms decreases discrimination against children who do not have enough money to buy a lot of clothing,School uniforms encourage discipline or focus on learning,-1,0
7315,14664,We should end mandatory retirement,Forcing members of a profession to retire at a certain age creates an experience drain,A mandatory retirement age harms the economy,1,0
13841,23091,We should subsidize space exploration,"there are more practical needs, like housing and infrastructure, in which we should invest.",Space exploration can be carried by the private sector,-1,0
16195,2340,The vow of celibacy should be abandoned,"in a religious sense, the outdated vows of celibacy should be lifted. priests should be allowed to marry and have sex like everyone else.",Celibacy is outdated,1,1
13305,22555,We should subsidize space exploration,nasa and other space organizations have developed many useful technologies in the pursuit of space exploration and should be subsidized.,Space exploration improves science/technology,1,1
7759,15108,We should end mandatory retirement,some people are capable of working way beyond the retirement age and should be able to work and increase their retirement funds as long as they ant.,A mandatory retirement is not fair/discriminatory,1,0
2451,13477,We should close Guantanamo Bay detention camp,guatanamo bay uses torture on its prisoners and should be closed.,The Guantanamo bay detention camp is expensive,1,0
2495,13521,We should close Guantanamo Bay detention camp,it is a place of cruelty and is very inhumane.,The Guantanamo bay detention camp personnel commit crimes against the prisoners,1,1
12894,15987,We should fight urbanization,urbanization is one of the causes of climate change,Urbanization is causing a strain on the cities' resources,1,0
16103,2248,The vow of celibacy should be abandoned,celibacy is responsible for the child abuse cover up by the catholic church,Celibacy is too pressuring/diffcult,1,0
82,10219,We should ban human cloning,cloning science can lead to many other technological and medical breakthroughs that we would not have come across otherwise.,Cloning promotes science/research,-1,1
1369,5550,We should abolish capital punishment,Capital punishment provides closure for victim's families who can be reassured that the perpetrator can literally never harm anyone again.,The death penalty saves costs to the state,-1,0
4438,4541,We should abandon the use of school uniform,"school uniforms help put the focus on school, during a time in which so many kids focus and judge upon appearance.",School uniforms saves costs,-1,0
15782,6811,We should abolish intellectual property rights,we should abolish intellectual property rights because it mostly just helps the rich get richer,Intellectual property rights are unfair,1,1
1090,5271,We should abolish capital punishment,capital punishment has done nothing to actually deter serious crime in this country,State-sanctioned killing is principally wrong,1,0
106,10243,We should ban human cloning,having a baby is a gift from god in which we are all individually unique and the practice of human cloning should be banned.,Cloning is not understood enough yet,1,0
4789,4892,We should abandon the use of school uniform,the uniforms limit the freedom of expression of the youngest and could be counterproductive in their stage of development,School uniform is harming the student's self expression,1,1
2825,13851,We should close Guantanamo Bay detention camp,we should close guantanamo bay detection camp because some of the people are treated badly,Detainees have the right to trial in US courts,1,0
8609,13960,We should end affirmative action,affirmative action does not encourage minorities to work for their grades since they know that they will get into college and get jobs whatever they've done in school,Affirmative action reduces quality,1,0
16348,2493,The vow of celibacy should be abandoned,"some religions, such as roman catholicism, choose to require celibacy in their fully-ordained ministers, male or female. out of respect for a person's religion, celibacy should not be prohibited.",Removing celibacy could lead to sexually reckless acts,-1,0
13681,22931,We should subsidize space exploration,space exploration subsidizes should be stopped as the millions of dollars being spent on this exploration could be used to help the millions of people living in the united states,There are issues more important to fund than space exploration,-1,1
7829,15178,We should end mandatory retirement,we should end mandatory retirement because is important in economics high,We should let everyone retire when they are ready,1,0
15543,6572,We should abolish intellectual property rights,"intellectual property rights should be protected to prevent ideas and inventive thinking from being stolen, used and/or manipulated by others, claim the intellectual property as their own.",Intellectual property rights protect against stealing,-1,1
4062,4165,We should abandon the use of school uniform,one of the benefits of school uniforms is that families save money because they limit the amount of clothing a student needs to purchase,School uniform reduces bullying,-1,0
1415,5596,We should abolish capital punishment,capital punishment would be unfair to those who were wrongfully sentenced to death for a crime they did not commit.,The death penalty irreversible,1,1
5506,21216,We should prohibit women in combat,women are human beings with autonomy and the freedom to choose for themselves whether to put their lives at risk for their country.,Women can create unique skills/strategies,-1,0
5862,21572,We should prohibit women in combat,women in combat might be a distraction to men if the men are poorly trained.,Women should serve in safer roles,1,0
2108,13134,We should close Guantanamo Bay detention camp,Guantanamo Bay detention camp is synonymous with torture and the flagrant abuse of human rights; it must be shut down immediately.,The Guantanamo bay detention camp harms the US image/reputation/institutions,1,0
13123,16216,We should fight urbanization,we should fight urbanization since takes over lands that could be used for farms and the natural landscapes.,Urbanization harms the environment,1,1
8100,21955,We should subsidize journalism,journalism is the backbone of a free society,Subsidies will increase the quality of journalism,1,0
16392,2537,The vow of celibacy should be abandoned,the vow of celibacy allows a priest to concentrate solely on god and hi parish without distractions. it means a priest has more time and energy for both his people and his god.,Priests choose to be celibates,-1,0
9070,14421,We should end affirmative action,"there comes a point where affirmative action is not affirming because it gives people who are possibly not qualified to do a job a position of power that they are not fit for, simply because of their race.",Affirmative action is ineffective,1,0
7201,20342,We should legalize sex selection,we should not legalize sex selection because that could led to lawsuits if the child did not end up the sex the person desired.,Sex selection will create abortions/infanticide,-1,0
8126,21981,We should subsidize journalism,journalism ought to be subsidized because few people are buying newspapers,Journalism is important to information-spreading/accountability,1,0
5456,21166,We should prohibit women in combat,woman are weaker in body strength. they also get monthly periods. they are not as physically able to fight as men are so keep them out of battle.,Women should serve in safer roles,1,0
9244,14595,We should end affirmative action,"While on the surface diversity may be increasing in our media, the reality is that minorities still receive systemically worse education and fewer opportunities due to no fault of their own, making affirmative action essential.",Affirmative action is necessary to compensate for the past,-1,0
15735,6764,We should abolish intellectual property rights,we need intellectual property rights to protect those who have invested so much in research and technology to develop new things.,Intellectual property rights protect against stealing,-1,0
9145,14496,We should end affirmative action,we should end affirmative action because it is a way of reverse discrimination because it still singles out certain people and groups,Affirmative action diminishes the achievements of minorities,1,0
12382,18264,We should legalize cannabis,we should not legalize cannabis since it is a mood-altering drug that may lead younger people into trying more drugs.,Cannabis increases lack-of-judgement/accidents,-1,0
2865,13891,We should close Guantanamo Bay detention camp,we should not close guantanamo bay detention camp is because you cannot bring the prisoners of war into the country where they can can escape and cause more chaos,The Guantanamo bay detention camp is essential to gain intelligence,-1,0
729,10866,We should ban human cloning,there may be unforeseen consequences to the human race.,Cloning is unethical/anti-religious,1,0
15421,6450,We should abolish intellectual property rights,intellectual property rights can be granted to those who don't deserve protection,Intellectual property prevents the continuous improvement of a service/product,1,0
13122,16215,We should fight urbanization,we should fight urbanization since takes over lands that could be used for farms and the natural landscapes.,Urbanization causes crime,1,0
2,10139,We should ban human cloning,a person created through cloning could potentially have developmental problems caused by imperfections in the cloning process.,Cloning is unnatural,1,0
9213,14564,We should end affirmative action,we should not end affirmative action because it helps less privileged people advance.,Affirmative action is necessary to compensate for the past,-1,0
7549,14898,We should end mandatory retirement,mandatory retirement makes room for younger workers,mandatory retirement age benefits those that are about to be retired,-1,0
10908,15280,We should fight for the abolition of nuclear weapons,allowing nations to have nuclear weapons contributes to peace as nobody wants to start a war that will result in mutual destruction.,Nuclear weapons is essential for protection and deterrence,-1,1
13407,22657,We should subsidize space exploration,space exploration has the ability to solve the problem of limited materials on earth,Space exploration can help in colonizing the resources/lands of other planets,1,1
11657,17539,We should legalize cannabis,cannabis should not be legalized because it is a gateway drug to harder substance abuse.,Cannabis increases lack-of-judgement/accidents,-1,0
3653,12707,We should ban the use of child actors,the use of child actors should be banned to end the exploitation.,Child performers have a lot of pressure,1,0
7595,14944,We should end mandatory retirement,"mandatory retirement should be phased out as humans live longer, the old age markers for retirement become more and more out of step with how active older people are.",A mandatory retirement age decreases institutional knowledge,1,0
14049,23299,We should subsidize space exploration,We should subsidize space exploration as there is a need to continue to develop the technology to enable mankind to survive on Earth and elsewhere.,Space exploration is financially beneficial,1,0
6040,21750,We should prohibit women in combat,women shouldn't be allowed to fight because then children to parents who are both fighting could be orphaned.,Women in combat can be a distraction or harm the function of the military,1,0
11681,17563,We should legalize cannabis,cigarette smoking and alcohol consumption causes more damage to people than cannabis smoking does and they are both legal,Cannabis is financially beneficial,1,0
2472,13498,We should close Guantanamo Bay detention camp,indefinite detention in guantanamo bay without putting detainees through the criminal justice process first is a violation of their human rights.,The Guantanamo bay detention camp is expensive,1,0
9602,11432,We should ban private military companies,private military companies earn their profits from war. they do not work for a country but for whatever individuals hire them there really is not a good oversight for what these companies do.,Private military companies are not professional,1,0
13719,22969,We should subsidize space exploration,"Subsidies are a zero sum game, by subsidizing space exploration we are neglecting more important fields such as education or affordable housing.",Space exploration is ineffective,-1,0
3792,12846,We should ban the use of child actors,we should ban child actors as a part of banning child labour. exploitation of a child through working is wrong regardless of the specific job role,Child performers tend to develop problems later in life,1,0
2254,13280,We should close Guantanamo Bay detention camp,guantanamo bay is outdated and barbaric,Detainees have the right to trial in US courts,1,0
12706,15799,We should fight urbanization,urbanization destroys nature by using large amounts of the water and land available.,Urbanization harms the environment,1,1
10104,11934,We should ban private military companies,"when there is a shortage of military manpower, private military companies can fill the gaps.",Private military companies are well-trained/better equipped,-1,0
530,10667,We should ban human cloning,human cloning should be banned because it would make it impossible to tell one apart from another causing legal issues for both of them.,Cloning is unethical/anti-religious,1,0
14383,255,Assisted suicide should be a criminal offence,assisted suicide is nothing short of murder and it should be a criminal offence.,Assisted suicide is akin to killing someone,1,1
14085,23335,We should subsidize space exploration,we should subsidize space exploration because they could find things that are needed to make the world a better place,Space exploration is financially beneficial,1,0
1936,6117,We should abolish capital punishment,we should abolish capital punishment because there is no possibility of correcting a miscarriage of justice where people have died for crimes they did not commit.,The death penalty is a waste of resources,1,0
4770,4873,We should abandon the use of school uniform,the school uniform minimizes students' creative thinking. we must eliminate the use of school uniforms to achieve better student performance in young people,School uniforms increase conformity or harm individuality,1,0
1730,5911,We should abolish capital punishment,the criminal justice system is too flawed to render such a permanent punishment.,The death penalty is a waste of resources,1,0
2407,13433,We should close Guantanamo Bay detention camp,guantanamo is a torture center and must be closed,The Guantanamo bay detention camp is a symbol of discrimination/injustice,1,0
16008,2153,The vow of celibacy should be abandoned,celibacy before marriage protects young people from disease,Celibacy allows a priest to focus on God,-1,0
13746,22996,We should subsidize space exploration,subsidizing space exploration is a positive move to help advance our space program.,Space exploration is financially beneficial,1,0
6296,19437,We should legalize sex selection,legalizing sex selection goes against all laws of nature.,Sex selection reaffirms gender stereotypes/biases,-1,0
2895,11949,We should ban the use of child actors,a talented child should be able to pursue their dreams and help make a story come to life.,The parents should decide for their child,-1,0
7606,14955,We should end mandatory retirement,mandatory retirement should stop because older people should not be pushed out.,A mandatory retirement is not fair/discriminatory,1,1
13943,23193,We should subsidize space exploration,"we need to find a new planet with resources before we use ours up, putting more into space exploration would help accomplish this.",Space exploration improves science/technology,1,0
8847,14198,We should end affirmative action,affirmative action puts people in jobs that they are not qualified for instead of someone who is,Affirmative action perpetuates prejudice,1,0
6679,19820,We should legalize sex selection,"sex selection is playing god, will create gender imbalances and create negative stereotypes concerning male/female preferences.",Sex selection will create abortions/infanticide,-1,0
11375,17257,We should legalize cannabis,cannabis has multiple documented health benefits,People should be allowed to do whatever they want to their own bodies,1,0
4225,4328,We should abandon the use of school uniform,school uniforms are restrictive towards freedom of expression,School uniform harms learning/creativity,1,0
9934,11764,We should ban private military companies,they provide a valuable service that goes above and beyond what our military can do.,Hiring private military companies is financially beneficial,-1,0
1565,5746,We should abolish capital punishment,it is possible that we could provide capital punishment to an innocent individual.,The death penalty harms the disenfranchised,1,0
10158,7021,We should abolish the right to keep and bear arms,everyone should have the right to keep and bear arms for protection,Gun ownership is necessary for hunting/sports-shooting,-1,0
5341,21051,We should prohibit women in combat,we should not prohibit women in combat because why would you deny someone who is willing to die for their country? a soldier is a soldier no matter what gender they are.,Women are an asset in combat,-1,0
4965,5068,We should abandon the use of school uniform,we should not abandon the use of school uniform is because parents or families do not have to spend a lot of money on clothing and so that no students will boasts or jealous on what each others are wearing.,School uniforms saves costs,-1,1
8006,21861,We should subsidize journalism,journalism and free press are essential for transparency in society and it is important to keep people informed.,Subsidy increases objectivity in reporting,1,0
6148,19289,We should legalize sex selection,"if a family has a child or multiple children of the same sex, sex selection allows for the family to insure they have a child of the opposite sex.",Sex selection will prevent abortions/infanticide,1,0
7454,14803,We should end mandatory retirement,Mandatory retirement forces people who are still excellent at their jobs to quit working long before they are ready.,A mandatory retirement age decreases institutional knowledge,1,0
12691,15784,We should fight urbanization,urbanization destroys natural habitats for animals and plants.,Urbanization is causing a strain on the cities' resources,1,0
13056,16149,We should fight urbanization,we need to have land that is not urban to support nature,Urbanization causes crime,1,0
15324,6353,We should abolish intellectual property rights,intellectual property is just as valid as a property that is concrete. its creator deserves to control these rights.,Intellectual property rights protect against stealing,-1,0
11204,17086,We should legalize cannabis,Buying illegal marijuana on the street is unsafe. It could be laced with unknown substances. Legal marijuana is regulated for consumer safety.,Legalizing cannabis will reduce black-market/criminal activity,1,0
