,Unnamed: 0,topic,argument,key_point,stance,label
7371,14720,We should end mandatory retirement,it should be allowed so younger people can get into the workplace.,A mandatory retirement age creates opportunities for other workers,-1,1
6766,19907,We should legalize sex selection,sex selection should be a parent's choice.,Sex selection will prevent abortions/infanticide,1,0
1909,6090,We should abolish capital punishment,We have the responsibility to punish those who deserve it,The death penalty helps the victim/their family,-1,0
5464,21174,We should prohibit women in combat,Woman should be allowed in combat. They are as strong mentally and physically as men.,Women can create unique skills/strategies,-1,0
10695,7558,We should abolish the right to keep and bear arms,we cannot just decide to remove the second amendment that was ratified hundreds of years ago.,Gun ownership promotes self protection,-1,0
13775,23025,We should subsidize space exploration,the country needs to be prepared against other countries that use space exploration to advance both offensive and defensive strategies,Space exploration is financially beneficial,1,0
8692,14043,We should end affirmative action,affirmative action is a way for the less fortunate to improve their financial status,Affirmative action boosts diversity,-1,0
2237,13263,We should close Guantanamo Bay detention camp,Guantanamo Bay is hardly used since 9/11 and is costing the government money.,unjust treatment/tactics are used in the Guantanamo bay detention camp,1,0
16868,3013,The vow of celibacy should be abandoned,"the vow of celibacy, and those who choose to make that vow, should be respected. it should be a matter of individual choice for the individual.",Celibacy allows a priest to focus on God,-1,0
14622,494,Assisted suicide should be a criminal offence,assisted suicide shouldn't be a criminal offence because every human being should have the right to have someone assist them in passing should they determine they no longer wish to live,The terminally ill would benefit from assisted suicide,-1,0
9095,14446,We should end affirmative action,we must continue supporting the unprotected classes since they are at a disadvantage and it is our historical duty for years of oppression to help them,Affirmative action reduces discrimination,-1,0
6150,19291,We should legalize sex selection,"if a person decides that they are willing to raise and suppose another human being for 18 or more years, they should at least be able to decide what sex they want that person to be.",Sex selection allows for better family planning,1,0
1448,5629,We should abolish capital punishment,death penalty brings closure to families and saving taxpayers millions of dollars every year,The death penalty prevents crimes,-1,0
14799,671,Assisted suicide should be a criminal offence,"if you help someone kill themselves that is murder, and should be punished.",People who are ill do not have clear judgement and are in need of help,1,0
5194,20904,We should prohibit women in combat,"some occupations require specialist physical skills and attributes that the female body simply doesn't possess, and it is harmful to think otherwise merely as a sop to gender equality.",Women in combat can be a distraction or harm the function of the military,1,0
8741,14092,We should end affirmative action,Affirmative action is necessary in order to compensate minorities for centuries of slavery and oppression.,Affirmative action reduces discrimination,-1,0
1548,5729,We should abolish capital punishment,"it is better to retain the death penalty because imprisoning people for the most serious crimes is not a good use of public funds in the long-term, particularly in the case of life sentences.",The death penalty prevents crimes,-1,0
9668,11498,We should ban private military companies,private military companies might interfere with the mission of the government's military in a location,Private military companies are not professional,1,0
3176,12230,We should ban the use of child actors,child actors are treated poorly in the industry.,Child performers tend to develop problems later in life,1,0
10161,7024,We should abolish the right to keep and bear arms,firearms can serve a purpose in rural communities which suffer from pests such as wild bore.,Gun ownership is a right,-1,0
9356,11186,We should ban private military companies,private companies are very useful to us and necessary if we have a shortage,Private military companies increase safety,-1,0
3574,12628,We should ban the use of child actors,movies and shows without children in them would feel incomplete and unrealistic.,Child performers achieve success/confidence,-1,0
11512,17394,We should legalize cannabis,cannabis is less harmful than tobacco. it is time we allow people to make their own decisions about cannabis.,Cannabis is financially beneficial,1,0
10783,7646,We should abolish the right to keep and bear arms,we should keep the right to keep and bear arms to protect ourselves from dangerous situations and to keep our homes and our families safe.,Gun ownership promotes self protection,-1,1
12975,16068,We should fight urbanization,urbanization means increased pollution.,Urbanization is causing a strain on the cities' resources,1,0
464,10601,We should ban human cloning,human cloning may solve all types of medical problems.,Cloning can be used to create more advanced humans,-1,0
7212,20353,We should legalize sex selection,we should not mess with nature due to selfishness,Sex selection can lead to gender imbalance,-1,0
15649,6678,We should abolish intellectual property rights,people do not need to worry whether a comparatively harmless sharing of music among friends might lead to lawsuits seeking thousands of dollars in damages.,Intellectual property restricts access to important information/products,1,0
12497,15590,We should fight urbanization,"many of our natural habitats and ecosystems have been lost to urbanization, thereby rendering some many species of animals endangered",Urbanization is causing a strain on the cities' resources,1,0
6257,19398,We should legalize sex selection,its unnatural. you shouldn't have the right or ability to choose or abort based solely on sex. this can lead to complete disproportionate numbers if people decide to favor one sex over the other.,Sex selection is expensive,-1,0
11630,17512,We should legalize cannabis,cannabis should be legalized as it has been medically proved to be a beneficial pain management treatment for people who may not have direct access to a physician.,If cannabis was legalized it could be regulated,1,0
15289,6318,We should abolish intellectual property rights,if someone invents something they should be able to profit from it,Intellectual property rights incentivize creativity/innovation,-1,0
6874,20015,We should legalize sex selection,"sex selection would obviously lead to an imbalance and discrimination of one sex, especially in societies that have traditionally viewed women as inferior or unwanted as children.",Sex selection is expensive,-1,0
11581,17463,We should legalize cannabis,cannabis is useful in helping people with mental and physical diseases and legalizing it would make it easier for them to acquire it.,Alcohol and tobacco are more harmful drugs yet remain legal,1,0
5648,21358,We should prohibit women in combat,Women are strong and smart and are a great asset to a unit in combat.,There should be equality between men and women.,-1,0
13810,23060,We should subsidize space exploration,The technology developed for space exploration has also had uses in regular life - subsidizing space exploration would also have positive trickle down effects.,Space exploration is necessary for the future survival of humanity,1,0
4327,4430,We should abandon the use of school uniform,school uniforms cut down on bulling and keep everyone the same.,School uniforms saves costs,-1,0
9348,11178,We should ban private military companies,private armies are generally used to violate human rights because they are not subject to restrictions like current armies,"Private military companies solicit engaging, or prolonging, conflict",1,0
5266,20976,We should prohibit women in combat,to achieve true equality we should allow women to join men in fighting wars,Women should be able to serve in combat if they choose to,-1,0
8806,14157,We should end affirmative action,affirmative action is still needed when there is inequality in society.,Affirmative action reduces discrimination,-1,1
8501,22356,We should subsidize journalism,we should subsidize journalism as it is a key element to investigating wrong doings in society,Journalism is important to information-spreading/accountability,1,1
2851,13877,We should close Guantanamo Bay detention camp,we should keep guantanamo bay detection camp open because one of the most guarded prisons and can hold the baddest criminals,The Guantanamo bay detention camp is essential to gain intelligence,-1,0
1286,5467,We should abolish capital punishment,"capital punishment is simply a waste of resources, and it does not serve as an effective deterrent to major crimes.",The death penalty is a waste of resources,1,1
9409,11239,We should ban private military companies,private military companies are dangerous as their neutrality cannot be guaranteed. they may be open to counter offers for their services.,Private military companies are less ethical and violate rights or commit crimes,1,0
4975,5078,We should abandon the use of school uniform,we should not abandon the use of school uniforms because it helps to create a fair and even playing field between students who are rich and poor alike.,Children can still express themselves using other means,-1,0
2703,13729,We should close Guantanamo Bay detention camp,there are criminals being held in there that shouldn't be let out.,Closing the Guantanamo bay detention camp would harm national security,-1,1
5906,21616,We should prohibit women in combat,women should be accepted into the ranks of the soldiery just as men if they too have passed the necessary assessments as they too can fulfil an important role which compliments existing soldiers,There should be equality between men and women.,-1,0
9469,11299,We should ban private military companies,"private military companies are only in the business for profit and not for the ""best"" for our country in it's interests and private military companies should be banned.",Private military companies are less ethical and violate rights or commit crimes,1,0
16166,2311,The vow of celibacy should be abandoned,i think the vow of celibacy should abandoned because the group of millenials and beyond is never going to follow it.,Celibacy is too pressuring/diffcult,1,0
11068,15440,We should fight for the abolition of nuclear weapons,"The cost of developing nuclear weapons in developing states drains cash from infrastructure, education, and welfare funds which hurts the population as a whole.",Nuclear weapons provoke or escalate a disastrous military action,1,0
2733,13759,We should close Guantanamo Bay detention camp,to keep america and it's allies safe and to rid the world of terrorists we need to keep guantanamo bay open. these are enemies and dangerous people. we need to get them to talk and give us intel we need.,The Guantanamo bay detention camp is better for prisoners than the alternatives,-1,0
2248,13274,We should close Guantanamo Bay detention camp,guantanamo bay is no longer needed and should be closed,unjust treatment/tactics are used in the Guantanamo bay detention camp,1,0
3356,12410,We should ban the use of child actors,"children can learn a lot by acting, and they can be good actors under adult supervision",The parents should decide for their child,-1,0
14720,592,Assisted suicide should be a criminal offence,Helping people die because of tough times in their life is not right. There are many tools to help people get through bad times and helping them die is like pulling the trigger.,Assisted suicide allows people to solicit someone to die to their own benefit,1,0
15855,6884,We should abolish intellectual property rights,we should not abolish intellectual property rights because a product belongs to it's creator and no one else.,Intellectual property rights incentivize investment in developing new products,-1,0
15920,6949,We should abolish intellectual property rights,"when a person creates a type of intellectual property, he has the right to own that property and dictate the use of it, since he is the one who made the effort to make that property.",Intellectual property rights incentivize investment in developing new products,-1,0
170,10307,We should ban human cloning,human cloning can give us medical breakthroughs,Cloning helps those who can’t otherwise have a child,-1,0
11471,17353,We should legalize cannabis,"cannabis is a wonder drug for people who suffer from certain diseases, as it can significantly reduce pain.",If cannabis was legalized it could be regulated,1,0
4768,4871,We should abandon the use of school uniform,the school uniform minimizes students' creative thinking. we must eliminate the use of school uniforms to achieve better student performance in young people,School uniforms are expensive,1,0
8864,14215,We should end affirmative action,"affirmative action sets people up to fail, as they are approved based on race, not merit",Affirmative action is not just,1,0
5994,21704,We should prohibit women in combat,women should have this option open to them if they feel that it is their duty as this is a tenet of freedom.,Women should be accepted as long as they pass the tests,-1,0
13676,22926,We should subsidize space exploration,space exploration should not be subsidized because it is not affordable. there is not enough money available in mostcountries to even support health care and security without space exploration too.,Space exploration is expensive,-1,1
4006,4109,We should abandon the use of school uniform,having a school uniform can reduce bullying as students who have no style or cannot afford the latest trends do not stand out.,School uniforms encourage discipline or focus on learning,-1,0
3373,12427,We should ban the use of child actors,children need to be in school and with their families not working,Child performers are at risk of exploitation,1,0
2807,13833,We should close Guantanamo Bay detention camp,we should close guantanamo bay detection camp because it has been reported that many prisoners have been tortured.,unjust treatment/tactics are used in the Guantanamo bay detention camp,1,1
7525,14874,We should end mandatory retirement,mandatory retirement is needed to keep businesses new and fresh with innovation from the younger generation.,A mandatory retirement age creates opportunities for other workers,-1,1
6080,19221,We should legalize sex selection,Allowing couples to choose the gender of their child makes for happier families.,Sex selection makes the family more happy/complete,1,1
1420,5601,We should abolish capital punishment,Capital punishment wrongly gives governments the power to take human life.,The death penalty irreversible,1,0
6214,19355,We should legalize sex selection,"it is better to never be born than to be born to parents who do not want you, therefore, we should legalize sex selection.",Sex selection will prevent abortions/infanticide,1,0
13318,22568,We should subsidize space exploration,our survival as a species depends on expanding into space so it should be subsidised.,Space exploration is financially beneficial,1,0
6380,19521,We should legalize sex selection,parents should not play god and choose what kind of child they want,Sex selection is expensive,-1,0
5855,21565,We should prohibit women in combat,women in combat is perfectly acceptable because they can do just as much as men,Women can create unique skills/strategies,-1,0
15703,6732,We should abolish intellectual property rights,"somebody somewhere could get the same idea,song or something exactly the same which already been registered as intellectual property and will be unfair to them.",Intellectual property rights waste money,1,0
3679,12733,We should ban the use of child actors,"there are enough rules and policies in place to protect child actors, making it a safe profession",Child performers should not be banned as long as there is supervision/regulation,-1,1
3026,12080,We should ban the use of child actors,child actors are an important part of the acting industry and should continue to be allowed with restrictions to ensure the child's well being.,Child performers should not be banned as long as there is supervision/regulation,-1,1
12394,18276,We should legalize cannabis,"we should not legalize cannabis, it is a gateway drug and causes psychosis and paranoia",Legal cannabis will boost the black-market/criminal activity,-1,0
2184,13210,We should close Guantanamo Bay detention camp,guantanamo bay is a place where the most dangerous terrorists can be isolated and interrogated securely,The Guantanamo bay detention camp is better for prisoners than the alternatives,-1,0
5478,21188,We should prohibit women in combat,women are allowed just as much as men to go to war.,Women can create unique skills/strategies,-1,0
16146,2291,The vow of celibacy should be abandoned,churches that promote celibacy do so for reasons of their faith and we have no right to say they should abandon those beliefs.,Celibacy allows a priest to focus on God,-1,0
11358,17240,We should legalize cannabis,cannabis has many valuable medical uses.,Alcohol and tobacco are more harmful drugs yet remain legal,1,0
4592,4695,We should abandon the use of school uniform,"school uniforms prevent students from wearing disturbing clothing, like neo-nazi propaganda pieces, thus allowing students to concentrate on their studies.",School uniforms create a sense of equality/unity,-1,0
1819,6000,We should abolish capital punishment,the punishment should be equal to the crime. it also might deter others from murder if they know they will lose their own life.,The death penalty prevents crimes,-1,1
9683,11513,We should ban private military companies,Private military companies only look towards making a profit not towards any patriotism.,Private military companies cannot be trusted to be loyal to the hiring country,1,0
4373,4476,We should abandon the use of school uniform,school uniforms don't let young people express their individuality,School uniforms are often uncomfortable/sexist,1,0
11292,17174,We should legalize cannabis,cannabis especially the skunk variety can be very harmful to people and can lead on to them using harder drugs so therefore it should be illegal.,Legal cannabis will boost the black-market/criminal activity,-1,0
1844,6025,We should abolish capital punishment,there are too many historical cases where innocent people have been put to death.,The death penalty harms the disenfranchised,1,0
1124,5305,We should abolish capital punishment,capital punishment is a barbaric practice which gives men too much power.,The death penalty is ineffective in deterring crimes,1,0
171,10308,We should ban human cloning,human cloning can give us medical breakthroughs,Cloning promotes health,-1,0
10680,7543,We should abolish the right to keep and bear arms,too mant mass shooting are happening more regular,Gun ownership allows for mass-shootings/general gun violence,1,1
4484,4587,We should abandon the use of school uniform,school uniforms interfere with the individuality of students and force them to conform.,School uniforms are expensive,1,0
13983,23233,We should subsidize space exploration,We should not subsidize space exploration as there are far more important and urgent issues to deal with on earth at this time.,Space exploration can be carried by the private sector,-1,0
14989,861,Assisted suicide should be a criminal offence,people whose quality of life is so poor that death would be preferable should be allowed to choose assisted suicide to end their suffering and pass with dignity,People should have the freedom to choose to end their life,-1,1
12410,18292,We should legalize cannabis,we shouldn't legalize cannabis because it has been proven to increase the likelihood of mental illnesses such as depression,Cannabis is a gateway-drug/addictive,-1,0
1805,5986,We should abolish capital punishment,"the modern death penalty is intended to be painless and effective and the process is much more humane than electrocution, firing squads, or hanging, which were common in the past",The death penalty saves costs to the state,-1,0
251,10388,We should ban human cloning,human cloning could help humanity by creating being with similar organ types that could be donated to the sick,Cloning can be used to create more advanced humans,-1,0
4635,4738,We should abandon the use of school uniform,school uniforms show pride and community and provide fewer distractions from learning.,Children can still express themselves using other means,-1,0
10484,7347,We should abolish the right to keep and bear arms,the right to bear arms is outlined in the 2nd amendment and should be protected.,Gun ownership promotes self protection,-1,0
16911,3056,The vow of celibacy should be abandoned,this is an outdated practice that has no bearing in todays world.,Celibacy leads to wrong sexual behaviour,1,0
7994,21849,We should subsidize journalism,it would help people be more aware of news and the world around them,Journalism is important to information-spreading/accountability,1,1
9133,14484,We should end affirmative action,we should end affirmative action because is important is some activities,Affirmative action perpetuates prejudice,1,0
11141,15513,We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons for the peace and envelope of people,Nuclear weapons provoke or escalate a disastrous military action,1,0
691,10828,We should ban human cloning,the medical implications of cloning are unknown.,Cloning is unethical/anti-religious,1,0
15337,6366,We should abolish intellectual property rights,"intellectual property is used to smother business, it effectively destroys the free market",Intellectual property rights waste money,1,0
10819,7682,We should abolish the right to keep and bear arms,we should not abolish the right to keep and bear arms becaause people have a right to protect themselves and their families,Gun ownership is a right,-1,1
10147,7010,We should abolish the right to keep and bear arms,current gun laws are outdated and do not serve the public. countries with stricter gun laws that lack the right to keep and bear arms see fewer homicides and suicides.,Guns can fall into the wrong hands,1,0
13857,23107,We should subsidize space exploration,"there are so many things in this world left to discover, so we should definitely support space research.",Space exploration can help in colonizing the resources/lands of other planets,1,0
15147,1019,Assisted suicide should be a criminal offence,"when people are suffering, it is unfair to force them to continue to do so. if someone can assist them in ending the suffering, they should be able to.",Assisted suicide gives dignity to the person that wants to commit it,-1,0
1884,6065,We should abolish capital punishment,"too much of our taxes go towards paying for bad people, capital punishment would reduce jail spending.",The death penalty helps the victim/their family,-1,0
10193,7056,We should abolish the right to keep and bear arms,guns are a constitutional right and should not be taken away,Gun control is ineffective,-1,0
2921,11975,We should ban the use of child actors,acting is an exhausting profession and deprives children of their childhood,Child performers tend to develop problems later in life,1,0
5412,21122,We should prohibit women in combat,we shouldn't prohibit women in combat as woman are equal to men in many ways. we all have the right to fight,There should be equality between men and women.,-1,1
10796,7659,We should abolish the right to keep and bear arms,we should not abolish the right because it would leave us vulnerable to personal attacks,Gun control is ineffective,-1,0
149,10286,We should ban human cloning,human cloning can bring important technological breakthroughs in science and medicine,Cloning can be used for organ replication,-1,0
10560,7423,We should abolish the right to keep and bear arms,the right to keep and bear arms is antiquated.,Guns can fall into the wrong hands,1,0
4282,4385,We should abandon the use of school uniform,School uniforms can prevent bullying due to economic background and appearance.,School uniforms create a sense of equality/unity,-1,0
10231,7094,We should abolish the right to keep and bear arms,"if no one was able to bear arms, no one could get shot",Guns lead to accidental deaths,1,0
13819,23069,We should subsidize space exploration,"the universe outside of our planet holds the most fascinating mysteries, of course we should explore it and learn, it is ignorant and arrogant to think this planet is all that matters",Space exploration is necessary for the future survival of humanity,1,0
9232,14583,We should end affirmative action,"We should not end affirmative action, we should dramatically expand it to create a more equal society.",Affirmative action is necessary to compensate for the past,-1,0
7520,14869,We should end mandatory retirement,"mandatory retirement is necessarily, in many cases, to force someone out of a job that their age dictates they can no longer do appropriately.",A mandatory retirement age creates opportunities for other workers,-1,0
5758,21468,We should prohibit women in combat,women don't belong on the battlefield because there are so many things that can go wrong if they get too emotional,Men are better suited to combat roles than women,1,0
3278,12332,We should ban the use of child actors,child actors often cannot cope with the fame thrust upon them and adults should therefor play child roles,Child performers are at risk of exploitation,1,0
8566,13917,We should end affirmative action,affirmatice action levels the playing field for marginalized sectors of society,Affirmative action boosts diversity,-1,0
809,10946,We should ban human cloning,WE SHOuld ban human cloning because it causes huge issues in terms of rights and ownership,Cloning is not understood enough yet,1,0
8075,21930,We should subsidize journalism,journalism is important in this country.,Subsidy increases objectivity in reporting,1,0
13724,22974,We should subsidize space exploration,subsidising space exploration is a waste of money that can be put to use in other ways that would actually help society,There are issues more important to fund than space exploration,-1,1
9113,14464,We should end affirmative action,"we should continue to support affirmative action as there is still some groups that are continually being discriminated against and until that behavior ends, there is still a need.",Affirmative action reduces discrimination,-1,1
14233,105,Assisted suicide should be a criminal offence,assisted suicide is a crime and people involved should be sent to prison,People do not have the right to self-harm/harm others,1,0
14374,246,Assisted suicide should be a criminal offence,assisted suicide is not only immoral but is also a form of murder and should be a criminal offence.,Assisted suicide should not be allowed because many times people can still get better,1,0
12454,15547,We should fight urbanization,funding is better utilised and services less spread out.,Urbanization benefits the environment,-1,0
1559,5740,We should abolish capital punishment,it is never a good message to propagate - that taking a life solves any problem,State-sanctioned killing is principally wrong,1,1
1569,5750,We should abolish capital punishment,it will set bad example for others that people can get away with doing anythings and this will certainly increase crime rate,The death penalty helps the victim/their family,-1,0
8186,22041,We should subsidize journalism,Journalism would not remain independent if it received subsidies from the government.,Government intervention has the risk of inserting bias/harming objectivity,-1,1
192,10329,We should ban human cloning,human cloning can help people who need transplant organs as they can create clones of themselves.,Cloning helps those who can’t otherwise have a child,-1,0
5117,20827,We should prohibit women in combat,if they want equal rights they should be drafted and fight in wars just like men.,Women can create unique skills/strategies,-1,0
15861,6890,We should abolish intellectual property rights,we should not abolish intellectual property rights because an individuals should be able to keep the property they create solely for their own benefit and not the benefit of the whole world.,"People, or a business, own their innovations and should be able to be compensated for their endeavour",-1,1
13628,22878,We should subsidize space exploration,"space exploration must be supported because helping us, humans to keep our planet earth safe and secure.",Space exploration unravels information about the universe,1,0
14395,267,Assisted suicide should be a criminal offence,"assisted suicide is sometimes the only solution for some people, we should not take it off.",The terminally ill would benefit from assisted suicide,-1,0
5864,21574,We should prohibit women in combat,women in combat should be prohibited because there is an increase risk of abuse with them,Men are better suited to combat roles than women,1,0
2720,13746,We should close Guantanamo Bay detention camp,"this camp is too expensive to maintain, especially with such few prisoners.",Detainees have the right to trial in US courts,1,0
16220,2365,The vow of celibacy should be abandoned,it is a vow that has been a long held tradition in the church and shouldn't be changed,Celibacy allows a priest to focus on God,-1,0
4133,4236,We should abandon the use of school uniform,school uniform limits the ability of young people to develop their identity and express who they are,School uniforms are often uncomfortable/sexist,1,0
9274,11104,We should ban private military companies,if a private military company sends it's employees to dangerous places then it saves the lives of soldiers who won't be sent there,Private military companies are well-trained/better equipped,-1,0
16971,3116,The vow of celibacy should be abandoned,"vows of celibacy are an archaic remnant of an older way of thinking and for the sake of bringing religious leaders closer to understanding the lives of normal people, should be left behind",Celibacy is unhealthy/unnatural,1,0
945,5126,We should abolish capital punishment,"A basic principle of punishment is that it should be proportional to the crime, and therefore capital punishment is the only legitimate response to a crime such as first degree murder.",The death penalty prevents crimes,-1,0
6719,19860,We should legalize sex selection,sex selection leads to higher abortion rates,It is unethical/unhealthy for parents to intervene,-1,0
8533,22388,We should subsidize journalism,we should subsidize journalism so that we can continue to receive quality media.,Journalism is important to information-spreading/accountability,1,1
7106,20247,We should legalize sex selection,we should legalize sex selection because people should have the right to pick if they want to raise a boy or a girl,Sex selection allows for better family planning,1,0
14505,377,Assisted suicide should be a criminal offence,assisted suicide should be a criminal offence because people shouldn't be able to help murder others,Assisted suicide violates the doctor's role,1,0
15499,6528,We should abolish intellectual property rights,"intellectual property rights prevent the free flow of information and innovation, and should be abolished.",Intellectual property restricts access to important information/products,1,0
645,10782,We should ban human cloning,individuality is lost when clones of people are running around and therefore it should be banned.,Cloning is unsafe,1,0
15143,1015,Assisted suicide should be a criminal offence,when people are in unbearable pain and suffering and have no chance of getting better it is cruel to keep them alive without their consent,Assisted suicide gives dignity to the person that wants to commit it,-1,0
7409,14758,We should end mandatory retirement,"mandatory retirement can force older, less-resilient workers out of the workforce, replacing them with younger, better workers.",mandatory retirement age benefits those that are about to be retired,-1,0
4859,4962,We should abandon the use of school uniform,uniforms let students be on equal grounds and have them judge each other by character instead of wealth,School uniforms encourage discipline or focus on learning,-1,0
6118,19259,We should legalize sex selection,For centuries people have tried to control what sex the baby will be - even the Talmud discusses the issue; there is nothing wrong with sex selection.,Sex selection allows for better family planning,1,0
16276,2421,The vow of celibacy should be abandoned,no need to abandon the vow of celibacy because it tests the faith and devotion of the priest to god. those that are truly good and spiritual don't need have sexual relations when in a relationship with god.,Removing celibacy could lead to sexually reckless acts,-1,0
1528,5709,We should abolish capital punishment,Innocent people may be wrongly convicted and executed.,The death penalty is ineffective in deterring crimes,1,0
11557,17439,We should legalize cannabis,cannabis is only a gateway to much more dangerous drugs.,Legal cannabis can be getting to the hand of underage teenagers/children,-1,0
12928,16021,We should fight urbanization,urbanization leads to increasesd air pollution which has a significant impact on human health,Restrictions on migration would benefit people in the rural areas economically/socially,1,0
1467,5648,We should abolish capital punishment,"Given that we can almost never guarantee that someone isn't wrongly convicted, we shouldn't have capital punishment because it can't be undone if new evidence comes out.",The death penalty harms the disenfranchised,1,0
2865,13891,We should close Guantanamo Bay detention camp,we should not close guantanamo bay detention camp is because you cannot bring the prisoners of war into the country where they can can escape and cause more chaos,The Guantanamo bay detention camp is essential to gain intelligence,-1,0
8879,14230,We should end affirmative action,affirmative action should be ended because it is a form of discrimination,Affirmative action perpetuates prejudice,1,1
6816,19957,We should legalize sex selection,sex selection should not be legalized as it isnt ethical its going against the natural course of life,Sex selection is expensive,-1,0
11259,17141,We should legalize cannabis,cannabis can offer solace for those people who suffer from great pain due to illness or disability. it is often better than medication that is currently available.,Legalizing cannabis will reduce black-market/criminal activity,1,0
12616,15709,We should fight urbanization,urbanization can cause an increase in crime rates and pollution,Urbanization causes crime,1,1
3568,12622,We should ban the use of child actors,many films and television shows have child roles which could only be filled by children. as long as the children are protected it means that the finished product will have higher artistic integrity.,The parents should decide for their child,-1,0
1841,6022,We should abolish capital punishment,"there are some crimes so heinous, such as child rape and murder, that capital punishment is the only appropriate punishment for the crime as well as to act as a deterrent to others",The death penalty prevents crimes,-1,1
13380,22630,We should subsidize space exploration,space exploration gives insight into our world and other planets which could be invaluable.,Space exploration unravels information about the universe,1,1
11832,17714,We should legalize cannabis,laboratory testing and regulations of legalized marijuana will ensure that it is safe for use and free of harmful substances,Cannabis is safe/healthy/pain-relief,1,0
12489,15582,We should fight urbanization,its good to keep everyone in an urban environment because less travel is needed and it helps the environment.,Urbanization benefits the environment,-1,1
1625,5806,We should abolish capital punishment,No-one has ever proven with numbers that killing murderers stops other people committing similar crimes,The death penalty is a waste of resources,1,0
8949,14300,We should end affirmative action,groups that have been treated harshly in the past deserve the help to progress now so affirmative action shouldn't be stopped.,Affirmative action reduces discrimination,-1,0
4190,4293,We should abandon the use of school uniform,school uniforms are beneficial for students because it creates uniformity and lessens clothing bullying and the distinction between the monied and the poor. school uniforms also ensure modest coverage of all.,School uniforms create a sense of equality/unity,-1,1
5261,20971,We should prohibit women in combat,"they are not as strong, or have the endurance that men do",Women soldier capture is a big concern,1,0
16582,2727,The vow of celibacy should be abandoned,the vow of celibacy is sacred and shows purity and should be encouraged not abandoned.,Celibacy is a strong religious belief,-1,1
13278,22528,We should subsidize space exploration,mankind has so much more to learn about physics and the nature of things through space exploration that it must be subsidized.,Space exploration improves science/technology,1,1
13108,16201,We should fight urbanization,we should fight urbanization because of the environmental impacts it has on the planet.,Urbanization is causing a strain on the cities' resources,1,0
2690,13716,We should close Guantanamo Bay detention camp,The USA should be above holding political prisoners.,The Guantanamo bay detention camp harms the US image/reputation/institutions,1,1
10440,7303,We should abolish the right to keep and bear arms,the only way to reduce gun deaths is to abolish the right to keep and bear arms,Guns can fall into the wrong hands,1,0
4326,4429,We should abandon the use of school uniform,school uniforms cut down on bulling and keep everyone the same.,School uniforms encourage discipline or focus on learning,-1,0
2839,13865,We should close Guantanamo Bay detention camp,"we should close guantanamo bay since the treatment of these inmates is likely inhumane and some are there with no real proof they belong there, but will never even get a trial.",unjust treatment/tactics are used in the Guantanamo bay detention camp,1,1
15118,990,Assisted suicide should be a criminal offence,there's the possibility that it could be used by those close to the person for financial gain or maliciously. you only have the word of the survivor that the person actually wanted to die.,People do not have the right to self-harm/harm others,1,0
3279,12333,We should ban the use of child actors,child actors often cannot cope with the fame thrust upon them and adults should therefor play child roles,Child performers are losing their childhood,1,0
332,10469,We should ban human cloning,human cloning is a good thing for science,Cloning helps those who can’t otherwise have a child,-1,0
10802,7665,We should abolish the right to keep and bear arms,"we should not abolish the right to bear arms because the law was set forth by our founding fathers, therefore making it an american right.",Gun ownership promotes self protection,-1,0
5000,5103,We should abandon the use of school uniform,we shouldn't abandon the use of school uniform as it sets boundaries for students and shows they represent an establishment that is great at teaching,School uniforms saves costs,-1,0
5517,21227,We should prohibit women in combat,women are just as able as men in perfoming all of the roles that military service requires,Women should be accepted as long as they pass the tests,-1,0
16917,3062,The vow of celibacy should be abandoned,this practice is not natural and often leads to secret crimes especially on children.,Celibacy reduces the pool of people wanting to become priests,1,0
12842,15935,We should fight urbanization,"urbanization is essentially unavoidable to allow us to live in proximity to necessary services and amenities, employment and friends and family",Urbanization benefits the environment,-1,0
7971,21826,We should subsidize journalism,investigative journalism is a cornerstone of democracy because it holds politicians accountable.,Subsidies will increase the quality of journalism,1,0
8216,22071,We should subsidize journalism,"knowledge is power and freedom, funding the public's access to high quality, trustworthy journalism is a worthy pursuit to enable a better equipped society",Subsidy increases objectivity in reporting,1,0
4599,4702,We should abandon the use of school uniform,school uniforms provide a simple decision what to wear everyday,School uniforms saves costs,-1,0
16099,2244,The vow of celibacy should be abandoned,celibacy is no longer considered an important quality,Celibacy reduces the pool of people wanting to become priests,1,0
10728,7591,We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms as this right has gotten out of hand with too many mass shootings.,Banning guns would save lives,1,0
15902,6931,We should abolish intellectual property rights,we shouldn't abolish intellectual property rights because everyone has the right to be creative with their thoughts,Intellectual property rights incentivize investment in developing new products,-1,0
14945,817,Assisted suicide should be a criminal offence,people should be free to help people out of their pain by helping them commit suicide without the fear of prosecution,Assisted suicide gives dignity to the person that wants to commit it,-1,0
10266,7129,We should abolish the right to keep and bear arms,"it cannot be abolished, it is guaranteed by the constitution",Gun ownership is a right,-1,1
14986,858,Assisted suicide should be a criminal offence,people who have terminal illness or suffer from certain medical conditions should have the freedom to choose and if medical personnel helps them it shouldn't be treated as offence.,People should have the freedom to choose to end their life,-1,1
4499,4602,We should abandon the use of school uniform,school uniforms keep children from expressing themselves.,School uniforms are often uncomfortable/sexist,1,0
9465,11295,We should ban private military companies,private military companies are only in it for the financial gain,Private military companies are not professional,1,0
